Company Name,Industry,Symbol,Series
United Spirits Ltd,FMCG,UNITDSPR,EQ
Unitech Ltd,Realty,UNITECH,EQ
United Polyfab Gujarat Ltd,Textiles,UNITEDPOLY,EQ
United Nilgiri Tea Estates Company Ltd,Plantation & Plantation Products,UNITEDTEA,EQ
Univastu India Ltd,Infrastructure Developers & Operators,UNIVASTU,EQ
Universal Cables Ltd,Cables,UNIVCABLES,EQ
Universus Photo Imagings Ltd,Consumer Durables,UNIVPHOTO,EQ
Uno Minda Ltd,Auto Ancillaries,UNOMINDA,EQ
U P Hotels Ltd,Hotels & Restaurants,UPHOT,EQ
UPL Ltd,Agro Chemicals,UPL,EQ
Uravi Defence & Technology Ltd,Auto Ancillaries,URAVIDEF,EQ
Urban Company Ltd,E-Commerce/App based Aggregator,URBANCO,EQ
Urja Global Ltd,Automobile,URJA,EQ
Usha Martin Ltd,Steel,USHAMART,EQ
Udayshivakumar Infra Ltd,Infrastructure Developers & Operators,USK,EQ
UTI Asset Management Company Ltd,Financial Services,UTIAMC,EQ
Utkarsh Small Finance Bank Ltd,Banks,UTKARSHBNK,EQ
Fujiyama Power Systems Ltd,Capital Goods - Electrical Equipment,UTLSOLAR,EQ
Uttam Sugar Mills Ltd,Sugar,UTTAMSUGAR,EQ
U. Y. Fincorp Ltd,Finance,UYFINCORP,EQ
V2 Retail Ltd,Retail,V2RETAIL,EQ
Vadilal Industries Ltd,FMCG,VADILALIND,EQ
Vadilal Enterprises Ltd,FMCG,VADILENT,EQ
Vaibhav Global Ltd,"Diamond, Gems and Jewellery",VAIBHAVGBL,EQ
Vakrangee Ltd,IT - Software,VAKRANGEE,EQ
Valiant Laboratories Ltd,Pharmaceuticals,VALIANTLAB,EQ
Valiant Organics Ltd,Chemicals,VALIANTORG,EQ
Vedanta Aluminium Metal Ltd,Non Ferrous Metals,VAML,EQ
Vardhman Acrylics Ltd,Textiles,VARDHACRLC,EQ
Vardhman Polytex Ltd,Textiles,VARDMNPOLY,EQ
Varroc Engineering Ltd,Auto Ancillaries,VARROC,EQ
Vascon Engineers Ltd,Infrastructure Developers & Operators,VASCONEQ,EQ
Vaswani Industries Ltd,Steel,VASWANI,EQ
Varun Beverages Ltd,FMCG,VBL,EQ
Vedanta Ltd,Non Ferrous Metals,VEDL,EQ
Vedanta Power Ltd,Power Generation & Distribution,VEDPOWER,EQ
Veedol Corporation Ltd,Chemicals,VEEDOL,EQ
Veljan Denison Ltd,Capital Goods-Non Electrical Equipment,VELJAN,EQ
Venkys (India) Ltd,FMCG,VENKEYS,EQ
Ventive Hospitality Ltd,Hotels & Restaurants,VENTIVE,EQ
Venus Pipes & Tubes Ltd,Steel,VENUSPIPES,EQ
Venus Remedies Ltd,Pharmaceuticals,VENUSREM,EQ
Veranda Learning Solutions Ltd,Education,VERANDA,EQ
Vertoz Ltd,IT - Software,VERTOZ,EQ
Vesuvius India Ltd,Refractories,VESUVIUS,EQ
Veto Switchgears & Cables Ltd,Capital Goods - Electrical Equipment,VETO,EQ
Varvee Global Ltd,Textiles,VGL,EQ
V-Guard Industries Ltd,Capital Goods - Electrical Equipment,VGUARD,EQ
Vardhman Holdings Ltd,Financial Services,VHL,EQ
Viceroy Hotels Ltd,Hotels & Restaurants,VHLTD,EQ
Vidhi Specialty Food Ingredients Ltd,Chemicals,VIDHIING,EQ
Vidya Wires Ltd,Capital Goods - Electrical Equipment,VIDYAWIRES,EQ
Vijaya Diagnostic Centre Ltd,Healthcare,VIJAYA,EQ
Vijay Solvex Ltd,Edible Oil,VIJSOLX,EQ
Vikas EcoTech Ltd,Chemicals,VIKASECO,EQ
Vikas Lifecare Ltd,Trading,VIKASLIFE,EQ
Vikram Solar Ltd,Capital Goods - Electrical Equipment,VIKRAMSOLR,EQ
Vikran Engineering Ltd,Infrastructure Developers & Operators,VIKRAN,EQ
Vimta Labs Ltd,Healthcare,VIMTALABS,EQ
Vinati Organics Ltd,Chemicals,VINATIORGA,EQ
Vintage Coffee & Beverages Ltd,Retail,VINCOFE,EQ
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,VINDHYATEL,EQ
Vinyl Chemicals (I) Ltd,Chemicals,VINYLINDIA,EQ
VIP Clothing Ltd,Readymade Garments/ Apparells,VIPCLOTHNG,EQ
V I P Industries Ltd,Plastic products,VIPIND,EQ
Vipul Ltd,Realty,VIPULLTD,EQ
Virat Industries Ltd,Textiles,VIRAT,EQ
Virinchi Ltd,IT - Software,VIRINCHI,EQ
VISA Chrome Ltd,Ferro Alloys,VISACHROME,EQ
Visaka Industries Ltd,Cement - Products,VISAKAIND,EQ
Vishal Fabrics Ltd,Textiles,VISHAL,EQ
Vishnu Chemicals Ltd,Chemicals,VISHNU,EQ
Vishwaraj Sugar Industries Ltd,Sugar,VISHWARAJ,EQ
Vedanta Iron & Steel Ltd,Steel,VISL,EQ
Vital Chemtech Ltd,Chemicals,VITAL,EQ
Viviana Power Tech Ltd,Infrastructure Developers & Operators,VIVIANA,EQ
Viyash Scientific Ltd,Pharmaceuticals,VIYASH,EQ
VL E-Governance & IT Solutions Ltd,IT - Software,VLEGOV,EQ
VLS Finance Ltd,Financial Services,VLSFINANCE,EQ
V-Mart Retail Ltd,Retail,VMART,EQ
Vishal Mega Mart Ltd,Retail,VMM,EQ
VMS TMT Ltd,Steel,VMSTMT,EQ
Virtuoso Optoelectronics Ltd,Consumer Durables,VOEPL,EQ
Vedanta Oil and Gas Ltd,Crude Oil & Natural Gas,VOGL,EQ
Voith Paper Fabrics India Ltd,Textiles,VOITHPAPR,EQ
Voltamp Transformers Ltd,Capital Goods - Electrical Equipment,VOLTAMP,EQ
Voltas Ltd,Consumer Durables,VOLTAS,EQ
Vishnu Prakash R Punglia Ltd,Infrastructure Developers & Operators,VPRPL,EQ
Vraj Iron & Steel Ltd,Steel,VRAJ,EQ
VRL Logistics Ltd,Logistics,VRLLOG,EQ
Vardhman Special Steels Ltd,Steel,VSSL,EQ
VST Industries Ltd,Tobacco Products,VSTIND,EQ
Vibhor Steel Tubes Ltd,Steel,VSTL,EQ
VST Tillers Tractors Ltd,Automobile,VSTTILLERS,EQ
Vardhman Textiles Ltd,Textiles,VTL,EQ
VTM Ltd,Textiles,VTMLTD,EQ
Waaree Energies Ltd,Capital Goods - Electrical Equipment,WAAREEENER,EQ
Indosolar Ltd,Capital Goods - Electrical Equipment,WAAREEINDO,EQ
Waaree Renewable Technologies Ltd,Power Infrastructure,WAAREERTL,EQ
Va Tech Wabag Ltd,Infrastructure Developers & Operators,WABAG,EQ
Wakefit Innovations Ltd,Textiles,WAKEFIT,EQ
Walchandnagar Industries Ltd,Capital Goods-Non Electrical Equipment,WALCHANNAG,EQ
Wanbury Ltd,Pharmaceuticals,WANBURY,EQ
Waterbase Ltd,FMCG,WATERBASE,EQ
Western Carriers (India) Ltd,Logistics,WCIL,EQ
Wealth First Portfolio Managers Ltd,Financial Services,WEALTH,EQ
Websol Energy System Ltd,Capital Goods - Electrical Equipment,WEBELSOLAR,EQ
Weizmann Ltd,Textiles,WEIZMANIND,EQ
Wonder Electricals Ltd,Consumer Durables,WEL,EQ
Welspun Corp Ltd,Capital Goods-Non Electrical Equipment,WELCORP,EQ
Welspun Enterprises Ltd,Infrastructure Developers & Operators,WELENT,EQ
Welspun Investments and Commercials Ltd,Financial Services,WELINV,EQ
Welspun Specialty Solutions Ltd,Steel,WELSPLSOL,EQ
Welspun Living Ltd,Textiles,WELSPUNLIV,EQ
Wendt India Ltd,Capital Goods-Non Electrical Equipment,WENDT,EQ
Westlife Foodworld Ltd,Quick Service Restaurant,WESTLIFE,EQ
Wework India Management Ltd,Co-Working,WEWORK,EQ
WH Brady & Company Ltd,Trading,WHBRADY,EQ
Wheels India Ltd,Auto Ancillaries,WHEELS,EQ
Whirlpool of India Ltd,Consumer Durables,WHIRLPOOL,EQ
Windlas Biotech Ltd,Pharmaceuticals,WINDLAS,EQ
Windsor Machines Ltd,Capital Goods-Non Electrical Equipment,WINDMACHIN,EQ
Western India Plywoods Ltd,Plywood Boards/Laminates,WIPL,EQ
Wipro Ltd,IT - Software,WIPRO,EQ
Wockhardt Ltd,Pharmaceuticals,WOCKPHARMA,EQ
Wonderla Holidays Ltd,Entertainment,WONDERLA,EQ
Worth Peripherals Ltd,Packaging,WORTHPERI,EQ
WPIL Ltd,Infrastructure Developers & Operators,WPIL,EQ
W S Industries (India) Ltd,Infrastructure Developers & Operators,WSI,EQ
West Coast Paper Mills Ltd,Paper,WSTCSTPAPR,EQ
Xchanging Solutions Ltd,IT - Software,XCHANGING,EQ
Xelpmoc Design and Tech Ltd,IT - Software,XELPMOC,EQ
XPRO India Ltd,Packaging,XPROINDIA,EQ
XT Global Infotech Ltd,IT - Software,XTGLOBAL,EQ
Xtranet Technologies Ltd,IT - Software,XTRANET,EQ
Yasho Industries Ltd,Chemicals,YASHO,EQ
Yatharth Hospital & Trauma Care Services Ltd,Healthcare,YATHARTH,EQ
Yatra Online Ltd,E-Commerce/App based Aggregator,YATRA,EQ
Yes Bank Ltd,Banks,YESBANK,EQ
Yogi Ltd,Trading,YOGI,EQ
Yuken India Ltd,Capital Goods-Non Electrical Equipment,YUKEN,EQ
Zaggle Prepaid Ocean Services Ltd,IT - Software,ZAGGLE,EQ
Zee Entertainment Enterprises Ltd,Media - Print/Television/Radio,ZEEL,EQ
Zee Learn Ltd,E-Commerce/App based Aggregator,ZEELEARN,EQ
Zee Media Corporation Ltd,Media - Print/Television/Radio,ZEEMEDIA,EQ
Zenith Exports Ltd,Leather,ZENITHEXPO,EQ
Zensar Technologies Ltd,IT - Software,ZENSARTECH,EQ
Zen Technologies Ltd,Aerospace & Defence,ZENTEC,EQ
ZF Commercial Vehicle Control System India Ltd,Auto Ancillaries,ZFCVINDIA,EQ
ZF Steering Gear (India) Ltd,Auto Ancillaries,ZFSTEERING,EQ
Zim Laboratories Ltd,Pharmaceuticals,ZIMLAB,EQ
Zodiac Energy Ltd,Infrastructure Developers & Operators,ZODIAC,EQ
Zodiac Clothing Company Ltd,Readymade Garments/ Apparells,ZODIACLOTH,EQ
Zota Health Care Ltd,Pharmaceuticals,ZOTA,EQ
Zuari Agro Chemicals Ltd,Fertilizers,ZUARI,EQ
Zuari Industries Ltd,Sugar,ZUARIIND,EQ
Zydus Lifesciences Ltd,Pharmaceuticals,ZYDUSLIFE,EQ
Zydus Wellness Ltd,FMCG,ZYDUSWELL,EQ
